CodigodoMunicipio; Municipios;TerritoriosdeIdentidade;Ano;Branca;Preta;Amarela;Parda;Indigena;Ignorado
2907558;Caturama;Bacia do Paramirim;2010;43,6;5,4;0,2;50,8;;
2907608;Central;Irecê;2010;26,2;9,3;0,2;64,2;0,2;
2907707;Chorrochó;Itaparica;2010;15,4;11,6;2,2;70,8;;
2907806;Cícero Dantas;Semiárido Nordeste II;2010;39,5;6,1;0,6;53,8;0;
2907905;Cipó;Semiárido Nordeste II;2010;25,2;10,4;0;64,3;0,1;
2908002;Coaraci;Litoral Sul;2010;18,7;14,2;0,7;66,3;0,1;
2908101;Côcos;Bacia do Rio Corrente;2010;39,4;4,4;1,1;54,9;0,2;
2908200;Conceição da Feira;Portal do Sertão;2010;7,2;41,3;0,7;50,3;0,5;
2908309;Conceição do Almeida;Recôncavo;2010;9,7;29,7;0,8;59,8;0;
2908408;Conceição do Coité;Sisal;2010;27,7;15;0,8;56,4;0,1;
2908507;Conceição do Jacuípe;Portal do Sertão;2010;8,8;29,5;1,9;59,6;0,2;
2908606;Conde;Litoral Norte e Agreste Baiano;2010;14,3;20,2;1,4;64;;
2908705;Condeúba;Sudoeste Baiano;2010;30,3;3,9;0,2;65,4;0,1;0
2908804;Contendas do Sincorá;Sertão Produtivo;2010;25,6;9,4;0,9;64,2;;
2908903;Coração de Maria;Portal do Sertão;2010;9,4;26,2;2,2;62,2;;
2909000;Cordeiros;Sudoeste Baiano;2010;33,8;2,2;0;63,9;;
2909109;Coribe;Bacia do Rio Corrente;2010;29;5,8;1,4;63,8;;
2909208;Coronel João Sá;Semiárido Nordeste II;2010;31,7;2,6;0,7;64,7;0,2;
2909307;Correntina;Bacia do Rio Corrente;2010;28,5;10,1;0,7;60,7;0,1;
2909406;Cotegipe;Bacia do Rio Grande;2010;22,3;8,2;1,3;67,7;0,4;
2909505;Cravolândia;Vale do Jiquiriçá;2010;22,9;15;0,8;61,1;0,1;
2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;25,9;4,9;0,7;68,5;;
2909703;Cristópolis;Bacia do Rio Grande;2010;33,8;7,5;1,2;57,5;;
2909802;Cruz das Almas;Recôncavo;2010;13,9;25,9;1;58,9;0,3;
2909901;Curaçá;Sertão do São Francisco;2010;18,4;7,8;1,4;70,5;2;
2910008;Dário Meira;Médio Rio de Contas;2010;17,9;16;0,7;65,2;0,2;
2910057;Dias D'Ávila;Metropolitano de Salvador;2010;17,8;22,2;2;57,8;0,2;
2910107;Dom Basílio;Sertão Produtivo;2010;54,6;1,3;0,3;43,8;;
2910206;Dom Macedo Costa;Recôncavo;2010;17,2;22,2;0,4;60;0,2;
2910305;Elísio Medrado;Vale do Jiquiriçá;2010;26,8;18,5;0,7;53,6;0,4;
2910404;Encruzilhada;Sudoeste Baiano;2010;24,8;6,6;0,4;67,6;0,7;
2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;12,7;19,9;2;65,3;0,1;
2900504;Érico Cardoso;Bacia do Paramirim;2010;32,1;14,2;1;52,7;;
2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;17,9;19,5;1,8;60,3;0,5;
2910701;Euclides da Cunha;Semiárido Nordeste II;2010;21,6;5,6;0,9;69,8;2,1;
2910727;Eunápolis;Costa do Descobrimento;2010;26,7;12,2;0,8;59,3;0,9;
2910750;Fátima;Semiárido Nordeste II;2010;36,2;5;1,7;57,1;;
2910776;Feira da Mata;Velho Chico;2010;37,4;7,2;1,4;54,1;;
2910800;Feira de Santana;Portal do Sertão;2010;20;23;0,9;55,9;0,2;0
2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;19,8;9,6;1,4;69;0,3;
2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;25,9;10,9;0,7;61,8;0,7;
2911006;Floresta Azul;Litoral Sul;2010;21,1;11;0,9;66,7;0,2;
2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;17,7;9,5;1,2;71,4;0,3;
2911204;Gandu;Baixo Sul;2010;17,7;14,9;0,7;66,6;0,2;
2911253;Gavião;Bacia do Jacuípe;2010;28,1;11,4;0,8;59,8;;
2911303;Gentio do Ouro;Irecê;2010;41;5,2;0,1;53,7;;
2911402;Glória;Itaparica;2010;30,2;5,2;0,5;56,3;7,8;
2911501;Gongogi;Médio Rio de Contas;2010;12,4;21,1;1,9;64,4;0,2;
2911600;Governador Mangabeira;Recôncavo;2010;8,4;31,4;1;59,2;0;
2911659;Guajeru;Sudoeste Baiano;2010;26,2;3,3;0,5;70;0;
2911709;Guanambi;Sertão Produtivo;2010;38,1;9,3;0,8;51,5;0,4;
2911808;Guaratinga;Costa do Descobrimento;2010;20,2;8,6;0,7;70,5;0,1;
2911857;Heliópolis;Semiárido Nordeste II;2010;40,1;6,7;0,5;52,7;;
2911907;Iaçu;Piemonte do Paraguaçu;2010;16,7;13,3;1,3;68,8;;
2912004;Ibiassucê;Sertão Produtivo;2010;42,1;8,2;1,4;48,1;0,1;
2912103;Ibicaraí;Litoral Sul;2010;22,2;10,1;2,1;65,1;0,4;
2912202;Ibicoara;Chapada Diamantina;2010;21,7;10,4;0,6;67,2;0;
2912301;Ibicuí;Médio Sudoeste da Bahia;2010;26,7;8,6;0,4;64,3;;
2912400;Ibipeba;Irecê;2010;29;13;1,3;56,5;0,2;
2912509;Ibipitanga;Bacia do Paramirim;2010;44,9;3,5;1,5;50;0;
2912608;Ibiquera;Piemonte do Paraguaçu;2010;16,1;9,6;1,4;72,9;;
2912707;Ibirapitanga;Baixo Sul;2010;14,7;30,1;1,4;53,7;0;
2912806;Ibirapoã;Extremo Sul;2010;25,2;12,5;1;59;2,2;
2912905;Ibirataia;Médio Rio de Contas;2010;14,8;10,4;0,9;73,9;;
2913002;Ibitiara;Chapada Diamantina;2010;21;12,8;0,5;65,6;0,1;
2913101;Ibititá;Irecê;2010;29,5;14;0,7;55,8;;
2913200;Ibotirama;Velho Chico;2010;20,3;13;0,2;65,1;1,5;
2913309;Ichu;Sisal;2010;31,2;19,6;0,7;48,5;0,1;
2913408;Igaporã;Velho Chico;2010;39;11,5;0,7;48,7;0,2;
2913457;Igrapiúna;Baixo Sul;2010;13,3;34,7;1,8;49,8;0,3;
2913507;Iguaí;Médio Sudoeste da Bahia;2010;28,3;7,3;0,6;63,8;;
2913606;Ilhéus;Litoral Sul;2010;19,1;18,2;1;59,6;2,2;
2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;19,5;16,7;0,9;62,7;0;
2913804;Ipecaetá;Portal do Sertão;2010;17,8;18,3;0,6;63,3;;
2913903;Ipiaú;Médio Rio de Contas;2010;18,2;14,5;0,7;66,4;0,1;
2914000;Ipirá;Bacia do Jacuípe;2010;19,8;13,9;1,2;64,7;0,4;
2914109;Ipupiara;Irecê;2010;52,6;3,5;0,4;43,5;0;
2914208;Irajuba;Vale do Jiquiriçá;2010;26,7;9,6;0,3;63,4;0;
2914307;Iramaia;Chapada Diamantina;2010;23,2;12,5;0,7;63,5;0,1;
2914406;Iraquara;Chapada Diamantina;2010;19;7,6;1;72,3;;
2914505;Irará;Portal do Sertão;2010;7;30,6;1,6;60,7;0,1;
2914604;Irecê;Irecê;2010;32,7;10,8;0,8;55,5;0,1;
2914653;Itabela;Costa do Descobrimento;2010;18,7;11,6;1,1;67,6;1;
2914703;Itaberaba;Piemonte do Paraguaçu;2010;21,4;16,4;1,1;60,6;0,4;
2914802;Itabuna;Litoral Sul;2010;22,1;14;0,8;62,7;0,4;
2914901;Itacaré;Litoral Sul;2010;13;27,2;1,1;58,4;0,3;
2915007;Itaeté;Chapada Diamantina;2010;15,7;22,9;1,6;59,7;0,1;
2915106;Itagi;Médio Rio de Contas;2010;19,8;9,8;0,2;70,1;0,2;
2915205;Itagibá;Médio Rio de Contas;2010;21,9;17;0,7;60,1;0,3;
2915304;Itagimirim;Costa do Descobrimento;2010;21,9;11,1;2,2;64,5;0,3;
2915353;Itaguaçu da Bahia;Irecê;2010;20,9;11,4;0,6;67;0,1;
2915403;Itaju do Colônia;Litoral Sul;2010;21,1;14,8;1;59,5;3,6;
2915502;Itajuípe;Litoral Sul;2010;16,8;13,5;0,7;69;0,1;
2915601;Itamaraju;Extremo Sul;2010;14,7;6,6;0,5;76,7;1,5;
2915700;Itamari;Médio Rio de Contas;2010;18,5;24,1;;57,3;0,1;
2915809;Itambé;Médio Sudoeste da Bahia;2010;24,5;14;1,3;60,2;0,1;
2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;8,3;24;1,6;65,7;0,4;
2916005;Itanhém;Extremo Sul;2010;29;6,9;0,8;62,7;0,6;
2916104;Itaparica;Metropolitano de Salvador;2010;9;22,8;0,9;67,1;0,1;
2916203;Itapé;Litoral Sul;2010;18,6;15;0,5;65,6;0,2;
2916302;Itapebi;Costa do Descobrimento;2010;17,5;18,5;1,9;61;1,1;
2916401;Itapetinga;Médio Sudoeste da Bahia;2010;27,5;11,3;0,9;59,9;0,3;
2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;18,6;5,4;0,1;75,9;0;
2916609;Itapitanga;Litoral Sul;2010;16,6;12,2;0,5;70,7;;
2916708;Itaquara;Vale do Jiquiriçá;2010;24,9;11,9;0,3;62,9;;
2916807;Itarantim;Médio Sudoeste da Bahia;2010;28,1;7,9;0,8;63,1;0,1;
2916856;Itatim;Piemonte do Paraguaçu;2010;24,2;12,4;0,4;62,8;0,2;
2916906;Itiruçu;Vale do Jiquiriçá;2010;21,9;11,7;1,1;65,3;;
2917003;Itiúba;Sisal;2010;19,4;8,3;0,7;71,6;0;
2917102;Itororó;Médio Sudoeste da Bahia;2010;20;10,2;1,4;68,3;0,2;
2917201;Ituaçu;Sertão Produtivo;2010;40,1;6,9;0,6;52,2;0,1;
2917300;Ituberá;Baixo Sul;2010;16,5;24,8;0,4;58,1;0,1;
2917334;Iuiu;Sertão Produtivo;2010;25;11;2,4;61,2;0,4;
2917359;Jaborandi;Bacia do Rio Corrente;2010;30,1;8,2;0,3;61,5;;
2917409;Jacaraci;Sudoeste Baiano;2010;38,6;2,2;0,4;58,8;;
2917508;Jacobina;Piemonte da Diamantina;2010;22,3;13,9;1,2;62;0,6;
2917607;Jaguaquara;Vale do Jiquiriçá;2010;26,2;14,5;0,9;58,2;0,2;
2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;23,6;5,9;2,4;67,8;0,3;
2917805;Jaguaripe;Baixo Sul;2010;9,1;27,6;1,3;62;;
2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;8,5;4,9;0,7;85,9;0;
2918001;Jequié;Médio Rio de Contas;2010;26,1;12,5;0,9;60,3;0,2;
2918100;Jeremoabo;Semiárido Nordeste II;2010;26,6;7,4;0,6;65,4;0;
2918209;Jiquiriçá;Vale do Jiquiriçá;2010;20,2;21,2;1,4;57,1;0;
2918308;Jitaúna;Médio Rio de Contas;2010;19;14,7;0,2;65,8;0,2;
2918357;João Dourado;Irecê;2010;24,9;10,2;1,9;62,5;0,2;0,3
2918407;Juazeiro;Sertão do São Francisco;2010;25,2;11,3;1,5;61,6;0,4;
2918456;Jucuruçu;Extremo Sul;2010;17,1;2;0,3;80,6;;
2918506;Jussara;Irecê;2010;27,6;10,4;1;61;;
2918555;Jussari;Litoral Sul;2010;17,5;14,6;0,5;67,1;0,2;
2918605;Jussiape;Chapada Diamantina;2010;43,8;6,3;0,3;49,5;0;
2918704;Lafayette Coutinho;Vale do Jiquiriçá;2010;20,6;16,2;1,9;61,1;0,2;
2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2010;26,8;9;0,7;63,5;0,1;
2918753;Lagoa Real;Sertão Produtivo;2010;46,1;7,7;0,7;45,5;;
2918803;Laje;Vale do Jiquiriçá;2010;17,3;30,3;0,4;51,7;0,2;
2918902;Lajedão;Extremo Sul;2010;25,2;7;1,3;66,5;;
2919009;Lajedinho;Piemonte do Paraguaçu;2010;17,5;13;1,7;67,7;;
2919108;Lamarão;Sisal;2010;10,4;18,7;1,3;69,5;0,2;
2919157;Lapão;Irecê;2010;25,2;14,2;1;59,2;0,4;
2919207;Lauro de Freitas;Metropolitano de Salvador;2010;22,3;24,7;1,8;50,9;0,3;0,1
2919306;Lençóis;Chapada Diamantina;2010;11,7;19,3;1,5;67,2;0,3;
2919405;Licínio de Almeida;Sudoeste Baiano;2010;37,3;5,2;0,6;56,9;;
2919504;Livramento de N. Senhora;Sertão Produtivo;2010;41,5;8,8;0,5;49,1;0,1;
2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;33,1;6,8;1;59;0,1;
2919603;Macajuba;Piemonte do Paraguaçu;2010;19,6;9,9;2,7;67,8;;
2919702;Macarani;Médio Sudoeste da Bahia;2010;30,4;8,7;1,2;59,6;0,1;
2919801;Macaúbas;Bacia do Paramirim;2010;37,5;7,5;1;53,8;0,2;
2919900;Macururé;Itaparica;2010;20,6;12;3,3;63,7;0,4;
2919926;Madre de Deus;Metropolitano de Salvador;2010;11;15,8;1,3;71,8;0,1;
2919959;Maetinga;Sudoeste Baiano;2010;31;6,2;;62,8;;
2920007;Maiquinique;Médio Sudoeste da Bahia;2010;25,9;6,2;1,4;66,6;;
2920106;Mairi;Bacia do Jacuípe;2010;23;8,2;0,9;67,9;0;
2920205;Malhada;Velho Chico;2010;9,3;10,6;1,9;78,1;0;
2920304;Malhada de Pedras;Sertão Produtivo;2010;45;4,2;0,1;50,6;0,1;
2920403;Manoel Vitorino;Médio Rio de Contas;2010;33,3;5;0,6;61;0;
2920452;Mansidão;Bacia do Rio Grande;2010;9,8;8,3;1;80,9;;
2920502;Maracás;Vale do Jiquiriçá;2010;29,3;9,8;1,1;59,5;0,3;
2920601;Maragogipe;Recôncavo;2010;16,7;22,6;0,7;59,9;;
2920700;Maraú;Litoral Sul;2010;10,8;30,6;0,8;57,8;0;
2920809;Marcionílio Souza;Chapada Diamantina;2010;12,6;12,4;1,8;73,2;;
2920908;Mascote;Litoral Sul;2010;16,7;14,2;1,7;67;0,4;
2921005;Mata de São João;Metropolitano de Salvador;2010;11,2;24,4;2,1;62,1;0,1;
2921054;Matina;Velho Chico;2010;27,1;13,1;0,7;59,1;;
2921104;Medeiros Neto;Extremo Sul;2010;26;6,4;0,4;66,9;0,2;
2921203;Miguel Calmon;Piemonte da Diamantina;2010;20,8;11,1;0,4;67,7;0;
2921302;Milagres;Vale do Jiquiriçá;2010;23,6;8,7;0,3;67,3;0,2;
2921401;Mirangaba;Piemonte da Diamantina;2010;18,3;16,2;2;63,4;0,1;
2921450;Mirante;Sudoeste Baiano;2010;38,7;2,8;0,7;57,7;;
2921500;Monte Santo;Sisal;2010;38,5;4,8;0,4;56,2;0,1;
2921609;Morpará;Velho Chico;2010;24,4;3,9;0,4;71,2;0,1;
2921708;Morro do Chapéu;Chapada Diamantina;2010;21,4;16,2;1,5;60,7;0,2;
2921807;Mortugaba;Sudoeste Baiano;2010;31,7;5,4;0,5;62,4;;
2921906;Mucugê;Chapada Diamantina;2010;22,6;10,9;1;65,3;0,2;
2922003;Mucuri;Extremo Sul;2010;21,6;18;1;59,1;0,3;
2922052;Mulungu do Morro;Irecê;2010;22,1;5,3;1;71,5;0,1;
2922102;Mundo Novo;Piemonte do Paraguaçu;2010;19,7;9,8;0,9;69,6;;
2922201;Muniz Ferreira;Recôncavo;2010;17,1;21,6;0,4;60,8;;
2922250;Muquém do São Francisco;Velho Chico;2010;16;11,8;0,7;70;1,5;
2922300;Muritiba;Recôncavo;2010;12,2;26,3;1,5;59,9;0;
2922409;Mutuípe;Vale do Jiquiriçá;2010;19,9;23,1;0,9;56;0,1;
2922508;Nazaré;Recôncavo;2010;14,7;23,2;0,9;61;0,1;
2922607;Nilo Peçanha;Baixo Sul;2010;13,1;15,1;1;70,8;;
2922656;Nordestina;Sisal;2010;22,9;2,8;0,8;73,3;0,1;
2922706;Nova Canaã;Médio Sudoeste da Bahia;2010;27,9;11,1;0,7;60,3;;
2922730;Nova Fátima;Bacia do Jacuípe;2010;23,9;7,8;0,9;67,2;0,1;
2922755;Nova Ibiá;Médio Rio de Contas;2010;17;24,3;1,1;57,6;0;
2922805;Nova Itarana;Vale do Jiquiriçá;2010;20,8;12,8;1,1;65;0,3;
2922854;Nova Redenção;Chapada Diamantina;2010;13,8;18,3;2,3;65,6;;
2922904;Nova Soure;Semiárido Nordeste II;2010;17,3;10,5;0,9;71,3;0;
2923001;Nova Viçosa;Extremo Sul;2010;22,2;17,5;1,2;58,5;0,6;
2923035;Novo Horizonte;Chapada Diamantina;2010;37,6;8,5;1,2;52,6;0,1;
2923050;Novo Triunfo;Semiárido Nordeste II;2010;39,2;8,4;0,3;52,1;;
2923100;Olindina;Litoral Norte e Agreste Baiano;2010;20,2;7,6;0,6;71,5;0,2;
2923209;Oliveira dos Brejinhos;Velho Chico;2010;22,2;5,5;1,7;70,6;;
2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2010;7,2;38,1;2,9;51,9;;
2923357;Ourolândia;Piemonte da Diamantina;2010;19,4;13,6;3,3;63,5;0,2;
2923407;Palmas de Monte Alto;Sertão Produtivo;2010;25,2;14;4,4;56;0,4;
2923506;Palmeiras;Chapada Diamantina;2010;14,1;15,4;1,9;67,3;1,3;
2923605;Paramirim;Bacia do Paramirim;2010;35,3;8,7;0,5;55,4;0,2;
2923704;Paratinga;Velho Chico;2010;17,1;12,4;1,6;68,7;0,2;
2923803;Paripiranga;Semiárido Nordeste II;2010;37,9;5,3;0,8;56;;
2923902;Pau Brasil;Litoral Sul;2010;17,9;10,6;1;49,6;20,9;
2924009;Paulo Afonso;Itaparica;2010;32;5,4;0,9;60,7;1;
2924058;Pé de Serra;Bacia do Jacuípe;2010;26,1;8,4;1,5;63,9;0,1;
2924108;Pedrão;Litoral Norte e Agreste Baiano;2010;5,6;30,9;1,6;61,9;;
2924207;Pedro Alexandre;Semiárido Nordeste II;2010;15,2;5;0,6;79,1;;
2924306;Piatã;Chapada Diamantina;2010;31,7;10,5;1;56,9;0;
2924405;Pilão Arcado;Sertão do São Francisco;2010;20,6;7,2;2,3;69,9;0;
2924504;Pindaí;Sertão Produtivo;2010;23,1;5,8;0,9;70,2;;
2924603;Pindobaçu;Piemonte Norte do Itapicuru;2010;24;11,9;2,5;60,7;0,9;
2924652;Pintadas;Bacia do Jacuípe;2010;17,5;10,5;0,6;71,3;0,1;
2924678;Piraí do Norte;Baixo Sul;2010;14,6;17,4;1,8;66,2;;
2924702;Piripá;Sudoeste Baiano;2010;21,6;4,4;0,2;73,8;;
2924801;Piritiba;Piemonte do Paraguaçu;2010;22;10,3;0,6;67,1;0;
2924900;Planaltino;Vale do Jiquiriçá;2010;25,8;12,3;1,8;60;0,1;
2925006;Planalto;Sudoeste Baiano;2010;31,7;5,6;0,5;62,3;;
2925105;Poções;Sudoeste Baiano;2010;29,5;7,4;1,2;61,6;0,3;
2925204;Pojuca;Metropolitano de Salvador;2010;14,5;24,7;1,2;59,5;0,1;
2925253;Ponto Novo;Piemonte Norte do Itapicuru;2010;21,1;6,4;1,2;71,2;;
2925303;Porto Seguro;Costa do Descobrimento;2010;22,9;12,6;0,5;59,6;4,3;
2925402;Potiraguá;Médio Sudoeste da Bahia;2010;22,2;15,8;0,4;61,1;0,4;
2925501;Prado;Extremo Sul;2010;13,5;15,1;0,9;62,6;7,9;
2925600;Presidente Dutra;Irecê;2010;32,4;7;0,6;60;;
2925709;Presidente Jânio Quadros;Sudoeste Baiano;2010;36,8;3,4;0,9;58,9;0,1;
2925758;Presidente Tancredo Neves;Baixo Sul;2010;19,3;15,6;1,4;63,7;;
2925808;Queimadas;Sisal;2010;24,8;7,5;0,7;66,6;0,4;
2925907;Quijingue;Sisal;2010;16,7;2,5;0,4;80,2;0,3;
2925931;Quixabeira;Bacia do Jacuípe;2010;22,2;7,5;0,2;70,1;;
2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2010;17,7;11,3;0,9;70;0,1;
2926004;Remanso;Sertão do São Francisco;2010;29,9;10,7;1,8;57,5;0,1;
2926103;Retirolândia;Sisal;2010;30,7;10,2;1,2;57,8;;
2926202;Riachão das Neves;Bacia do Rio Grande;2010;13,6;9,5;1,4;75,4;0;
2926301;Riachão do Jacuípe;Bacia do Jacuípe;2010;25,3;14;0,9;59,6;0,2;
2926400;Riacho de Santana;Velho Chico;2010;40,4;10,8;0,6;48,1;0,1;
2926509;Ribeira do Amparo;Semiárido Nordeste II;2010;20;5;0,7;74,2;0,1;
2926608;Ribeira do Pombal;Semiárido Nordeste II;2010;31,4;8,6;1;58,1;0,8;
2926657;Ribeirão do Largo;Sudoeste Baiano;2010;24,7;8,5;1,3;64,7;0,1;0,8
2926707;Rio de Contas;Chapada Diamantina;2010;45,9;15,9;1,1;37,1;;
2926806;Rio do Antônio;Sertão Produtivo;2010;46,5;3,5;0,7;49,3;;
2926905;Rio do Pires;Bacia do Paramirim;2010;47,9;4,1;0,9;47,1;0;
2927002;Rio Real;Litoral Norte e Agreste Baiano;2010;24,4;6,1;0,3;69,1;0;
2927101;Rodelas;Itaparica;2010;29,6;10,2;1;46,9;12,3;
2927200;Ruy Barbosa;Piemonte do Paraguaçu;2010;20;14,1;0,9;64,9;0;
2927309;Salinas da Margarida;Recôncavo;2010;6,5;38,2;2,2;52,8;0,3;
2927408;Salvador;Metropolitano de Salvador;2010;18,9;27,4;1,4;51,8;0,3;0,2
2927507;Santa Bárbara;Portal do Sertão;2010;11,5;14,6;2,3;71,7;0;
2927606;Santa Brígida;Semiárido Nordeste II;2010;25,5;4;0,2;70,3;0;
2927705;Santa Cruz Cabrália;Costa do Descobrimento;2010;17,9;8,1;0,6;58,7;14,8;
2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2010;18,1;8;0,8;72,9;0,2;
2927903;Santa Inês;Vale do Jiquiriçá;2010;20,7;14;0,3;65;0,1;
2928059;Santa Luzia;Litoral Sul;2010;13,2;18,6;0,8;67,2;0,1;
2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2010;30,1;9,8;0,8;59,2;0,1;
2928406;Santa Rita de Cássia;Bacia do Rio Grande;2010;22,4;7,6;1,6;68,4;0;
2928505;Santa Terezinha;Piemonte do Paraguaçu;2010;19,3;16,6;0,8;62,9;0,3;
2928000;Santaluz;Sisal;2010;23,1;8,5;1,5;66,6;0,3;
2928208;Santana;Bacia do Rio Corrente;2010;33,2;5,4;0,8;60,6;0;
2928307;Santanópolis;Portal do Sertão;2010;8,2;27;1;63,8;;
2928604;Santo Amaro;Recôncavo;2010;8,2;37,5;2,3;51,9;0,1;
2928703;Santo Antônio de Jesus;Recôncavo;2010;22,4;23,8;1;52,6;0,1;
2928802;Santo Estevão;Portal do Sertão;2010;13,2;21,1;0,7;64,9;0,1;
2928901;São Desidério;Bacia do Rio Grande;2010;27,6;6,8;0,4;65,2;0;
2928950;São Domingos;Sisal;2010;22,4;7,7;1;68,9;;
2929107;São Felipe;Recôncavo;2010;18,3;17,5;2;62,2;;
2929008;São Félix;Recôncavo;2010;10,6;29,3;1,6;58,2;0,3;
2929057;São Félix do Coribe;Bacia do Rio Corrente;2010;33,7;7,4;0,9;57,6;0,4;
2929206;São Francisco do Conde;Metropolitano de Salvador;2010;5,9;39,6;1,8;52,3;0,4;
2929255;São Gabriel;Irecê;2010;27,3;9,3;0,4;62,9;0,1;
2929305;São Gonçalo dos Campos;Portal do Sertão;2010;6,7;43,1;0,7;49,4;0,1;
2929354;São José da Vitória;Litoral Sul;2010;12,5;26,5;0,5;59,5;1;
2929370;São José do Jacuípe;Bacia do Jacuípe;2010;26,7;9,1;0,5;63,7;;
2929404;São Miguel das Matas;Vale do Jiquiriçá;2010;19,7;34,6;1;44,5;0,2;
2929503;São Sebastião do Passé;Metropolitano de Salvador;2010;9;31,2;3,1;56,5;0,2;
2929602;Sapeaçu;Recôncavo;2010;13,3;27,6;0,7;58,3;0,1;
2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2010;23,7;18,6;1,1;56,5;0,2;
2929750;Saubara;Recôncavo;2010;6,7;33,7;3,5;56;0,1;
2929800;Saúde;Piemonte da Diamantina;2010;17,2;13;0,9;68,9;;
2929909;Seabra;Chapada Diamantina;2010;25,3;11,6;1;62;0,2;
2930006;Sebastião Laranjeiras;Sertão Produtivo;2010;20,1;3,6;0,8;75,5;;
2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2010;27,4;8,1;1,6;62,8;0,1;
2930204;Sento Sé;Sertão do São Francisco;2010;19;10,1;2,2;68,6;0,1;
2930154;Serra do Ramalho;Velho Chico;2010;21,3;10,9;2,4;64,9;0,4;
2930303;Serra Dourada;Bacia do Rio Corrente;2010;26,6;5,1;0,8;67,4;0,1;
2930402;Serra Preta;Bacia do Jacuípe;2010;10,9;20,1;1,8;66,6;0,5;
2930501;Serrinha;Sisal;2010;20,8;17;1,1;60,8;0,3;
2930600;Serrolândia;Piemonte da Diamantina;2010;24,9;8,6;0,5;66,1;0;
2930709;Simões Filho;Metropolitano de Salvador;2010;12,1;27,5;1,8;58,2;0,3;
2930758;Sítio do Mato;Velho Chico;2010;16,4;15,7;2,1;65,8;;
2930766;Sítio do Quinto;Semiárido Nordeste II;2010;29,7;5,6;0,4;64,1;0,2;
2930774;Sobradinho;Sertão do São Francisco;2010;23,5;11,6;1,1;63,6;0,2;
2930808;Souto Soares;Chapada Diamantina;2010;27;7;1;65;;
2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2010;29,8;6;1,7;62,5;;
2931004;Tanhaçu;Sertão Produtivo;2010;38,9;4;0,2;56,8;0,1;
2931053;Tanque Novo;Sertão Produtivo;2010;37,8;6;0,5;55,7;;
2931103;Tanquinho;Portal do Sertão;2010;11,2;32,6;0,8;55,3;;
2931202;Taperoá;Baixo Sul;2010;11;21,8;0,7;66,3;0,1;
2931301;Tapiramutá;Piemonte do Paraguaçu;2010;17,3;10,6;0,8;71,3;;
2931350;Teixeira de Freitas;Extremo Sul;2010;28,1;10,6;1,2;59,5;0,6;
2931400;Teodoro Sampaio;Portal do Sertão;2010;6,2;19,2;3,9;70,7;;
2931509;Teofilândia;Sisal;2010;18,1;24,1;3,2;54,7;;
2931608;Teolândia;Baixo Sul;2010;12,4;20,2;2,2;65,1;0;
2931707;Terra Nova;Portal do Sertão;2010;5,2;21,5;2,1;71,1;0,1;
2931806;Tremedal;Sudoeste Baiano;2010;31,5;4,5;0,5;63,5;;
2931905;Tucano;Sisal;2010;34,1;6,7;0,6;58,2;0,3;
2932002;Uauá;Sertão do São Francisco;2010;33,3;5;1,1;60,3;0,3;
2932101;Ubaíra;Vale do Jiquiriçá;2010;22,7;11,7;0,2;65,2;0,2;
2932200;Ubaitaba;Litoral Sul;2010;15,5;21,2;0,5;62,5;0,3;
2932309;Ubatã;Médio Rio de Contas;2010;12,3;15;1,7;70,7;0,3;
2932408;Uibaí;Irecê;2010;31,1;11,1;1;56,9;;
2932457;Umburanas;Piemonte da Diamantina;2010;18,8;5,9;1,4;73,8;0;
2932507;Una;Litoral Sul;2010;10,1;11,1;0,8;77,1;0,9;
2932606;Urandi;Sertão Produtivo;2010;27,6;4,1;0,3;68;;
2932705;Uruçuca;Litoral Sul;2010;16;20,9;1,4;61,4;0,3;
2932804;Utinga;Chapada Diamantina;2010;22,6;7,9;0,4;68,9;0,2;
2932903;Valença;Baixo Sul;2010;16,4;20,6;1,2;61,5;0,2;
2933000;Valente;Sisal;2010;30;7,5;0,7;61,7;0,1;
2933059;Várzea da Roça;Bacia do Jacuípe;2010;37,2;9,6;1;51,8;0,4;
2933109;Várzea do Poço;Bacia do Jacuípe;2010;33,5;5,4;0,5;60,6;;
2933158;Várzea Nova;Piemonte da Diamantina;2010;22,4;14,4;1,6;61,6;0,1;
