"";"Codigo.do.Municipio";"Municipios";"Territorios.de.Identidade";"Ano";"Cor";"PercentCor"
"5733";2925402;"Potiraguá";"Médio Sudoeste da Bahia";2000;"Indígena";0,2
"5734";2925501;"Prado";"Extremo Sul";2000;"Indígena";3,6
"5735";2925600;"Presidente Dutra";"Irecê";2000;"Indígena";NA
"5736";2925709;"Presidente Jânio Quadros";"Sudoeste Baiano";2000;"Indígena";NA
"5737";2925758;"Presidente Tancredo Neves";"Baixo Sul";2000;"Indígena";1,1
"5738";2925808;"Queimadas";"Sisal";2000;"Indígena";0,5
"5739";2925907;"Quijingue";"Sisal";2000;"Indígena";0,3
"5740";2925931;"Quixabeira";"Bacia do Jacuípe";2000;"Indígena";NA
"5741";2925956;"Rafael Jambeiro";"Piemonte do Paraguaçu";2000;"Indígena";0,1
"5742";2926004;"Remanso";"Sertão do São Francisco";2000;"Indígena";0,1
"5743";2926103;"Retirolândia";"Sisal";2000;"Indígena";0,1
"5744";2926202;"Riachão das Neves";"Bacia do Rio Grande";2000;"Indígena";0
"5745";2926301;"Riachão do Jacuípe";"Bacia do Jacuípe";2000;"Indígena";0,1
"5746";2926400;"Riacho de Santana";"Velho Chico";2000;"Indígena";0,3
"5747";2926509;"Ribeira do Amparo";"Semiárido Nordeste II";2000;"Indígena";0,1
"5748";2926608;"Ribeira do Pombal";"Semiárido Nordeste II";2000;"Indígena";0,7
"5749";2926657;"Ribeirão do Largo";"Sudoeste Baiano";2000;"Indígena";0,3
"5750";2926707;"Rio de Contas";"Chapada Diamantina";2000;"Indígena";0,1
"5751";2926806;"Rio do Antônio";"Sertão Produtivo";2000;"Indígena";NA
"5752";2926905;"Rio do Pires";"Bacia do Paramirim";2000;"Indígena";0,3
"5753";2927002;"Rio Real";"Litoral Norte e Agreste Baiano";2000;"Indígena";0,2
"5754";2927101;"Rodelas";"Itaparica";2000;"Indígena";10,4
"5755";2927200;"Ruy Barbosa";"Piemonte do Paraguaçu";2000;"Indígena";0,1
"5756";2927309;"Salinas da Margarida";"Recôncavo";2000;"Indígena";0,2
"5757";2927408;"Salvador";"Metropolitano de Salvador";2000;"Indígena";0,8
"5758";2927507;"Santa Bárbara";"Portal do Sertão";2000;"Indígena";0,1
"5759";2927606;"Santa Brígida";"Semiárido Nordeste II";2000;"Indígena";NA
"5760";2927705;"Santa Cruz Cabrália";"Costa do Descobrimento";2000;"Indígena";5,1
"5761";2927804;"Santa Cruz da Vitória";"Médio Sudoeste da Bahia";2000;"Indígena";0,4
"5762";2927903;"Santa Inês";"Vale do Jiquiriçá";2000;"Indígena";0,7
"5763";2928059;"Santa Luzia";"Litoral Sul";2000;"Indígena";0,5
"5764";2928109;"Santa Maria da Vitória";"Bacia do Rio Corrente";2000;"Indígena";0,4
"5765";2928406;"Santa Rita de Cássia";"Bacia do Rio Grande";2000;"Indígena";0,4
"5766";2928505;"Santa Terezinha";"Piemonte do Paraguaçu";2000;"Indígena";0
"5767";2928000;"Santaluz";"Sisal";2000;"Indígena";0,1
"5768";2928208;"Santana";"Bacia do Rio Corrente";2000;"Indígena";0,3
"5769";2928307;"Santanópolis";"Portal do Sertão";2000;"Indígena";0
"5770";2928604;"Santo Amaro";"Recôncavo";2000;"Indígena";0,2
"5771";2928703;"Santo Antônio de Jesus";"Recôncavo";2000;"Indígena";0,4
"5772";2928802;"Santo Estevão";"Portal do Sertão";2000;"Indígena";0,7
"5773";2928901;"São Desidério";"Bacia do Rio Grande";2000;"Indígena";0,2
"5774";2928950;"São Domingos";"Sisal";2000;"Indígena";0,1
"5775";2929107;"São Felipe";"Recôncavo";2000;"Indígena";0,1
"5776";2929008;"São Félix";"Recôncavo";2000;"Indígena";0,4
"5777";2929057;"São Félix do Coribe";"Bacia do Rio Corrente";2000;"Indígena";0,1
"5778";2929206;"São Francisco do Conde";"Metropolitano de Salvador";2000;"Indígena";0,3
"5779";2929255;"São Gabriel";"Irecê";2000;"Indígena";0
"5780";2929305;"São Gonçalo dos Campos";"Portal do Sertão";2000;"Indígena";0,9
"5781";2929354;"São José da Vitória";"Litoral Sul";2000;"Indígena";0,2
"5782";2929370;"São José do Jacuípe";"Bacia do Jacuípe";2000;"Indígena";0,8
"5783";2929404;"São Miguel das Matas";"Vale do Jiquiriçá";2000;"Indígena";0,1
"5784";2929503;"São Sebastião do Passé";"Metropolitano de Salvador";2000;"Indígena";0,4
"5785";2929602;"Sapeaçu";"Recôncavo";2000;"Indígena";0,1
"5786";2929701;"Sátiro Dias";"Litoral Norte e Agreste Baiano";2000;"Indígena";0,7
"5787";2929750;"Saubara";"Recôncavo";2000;"Indígena";0,2
"5788";2929800;"Saúde";"Piemonte da Diamantina";2000;"Indígena";0,3
"5789";2929909;"Seabra";"Chapada Diamantina";2000;"Indígena";0,1
"5790";2930006;"Sebastião Laranjeiras";"Sertão Produtivo";2000;"Indígena";0,1
"5791";2930105;"Senhor do Bonfim";"Piemonte Norte do Itapicuru";2000;"Indígena";0,4
"5792";2930204;"Sento Sé";"Sertão do São Francisco";2000;"Indígena";0,4
"5793";2930154;"Serra do Ramalho";"Velho Chico";2000;"Indígena";0,4
"5794";2930303;"Serra Dourada";"Bacia do Rio Corrente";2000;"Indígena";0,2
"5795";2930402;"Serra Preta";"Bacia do Jacuípe";2000;"Indígena";0,2
"5796";2930501;"Serrinha";"Sisal";2000;"Indígena";0,4
"5797";2930600;"Serrolândia";"Piemonte da Diamantina";2000;"Indígena";0,1
"5798";2930709;"Simões Filho";"Metropolitano de Salvador";2000;"Indígena";0,7
"5799";2930758;"Sítio do Mato";"Velho Chico";2000;"Indígena";0,7
"5800";2930766;"Sítio do Quinto";"Semiárido Nordeste II";2000;"Indígena";0,5
"5801";2930774;"Sobradinho";"Sertão do São Francisco";2000;"Indígena";0,6
"5802";2930808;"Souto Soares";"Chapada Diamantina";2000;"Indígena";0,1
"5803";2930907;"Tabocas do Brejo Velho";"Bacia do Rio Corrente";2000;"Indígena";0
"5804";2931004;"Tanhaçu";"Sertão Produtivo";2000;"Indígena";NA
"5805";2931053;"Tanque Novo";"Sertão Produtivo";2000;"Indígena";0
"5806";2931103;"Tanquinho";"Portal do Sertão";2000;"Indígena";0,5
"5807";2931202;"Taperoá";"Baixo Sul";2000;"Indígena";NA
"5808";2931301;"Tapiramutá";"Piemonte do Paraguaçu";2000;"Indígena";0
"5809";2931350;"Teixeira de Freitas";"Extremo Sul";2000;"Indígena";0,5
"5810";2931400;"Teodoro Sampaio";"Portal do Sertão";2000;"Indígena";0,7
"5811";2931509;"Teofilândia";"Sisal";2000;"Indígena";0,1
"5812";2931608;"Teolândia";"Baixo Sul";2000;"Indígena";0,1
"5813";2931707;"Terra Nova";"Portal do Sertão";2000;"Indígena";0
"5814";2931806;"Tremedal";"Sudoeste Baiano";2000;"Indígena";0,1
"5815";2931905;"Tucano";"Sisal";2000;"Indígena";0,3
"5816";2932002;"Uauá";"Sertão do São Francisco";2000;"Indígena";0,1
"5817";2932101;"Ubaíra";"Vale do Jiquiriçá";2000;"Indígena";0,1
"5818";2932200;"Ubaitaba";"Litoral Sul";2000;"Indígena";0,1
"5819";2932309;"Ubatã";"Médio Rio de Contas";2000;"Indígena";NA
"5820";2932408;"Uibaí";"Irecê";2000;"Indígena";0,1
"5821";2932457;"Umburanas";"Piemonte da Diamantina";2000;"Indígena";NA
"5822";2932507;"Una";"Litoral Sul";2000;"Indígena";0,4
"5823";2932606;"Urandi";"Sertão Produtivo";2000;"Indígena";NA
"5824";2932705;"Uruçuca";"Litoral Sul";2000;"Indígena";0,4
"5825";2932804;"Utinga";"Chapada Diamantina";2000;"Indígena";0,1
"5826";2932903;"Valença";"Baixo Sul";2000;"Indígena";0,2
"5827";2933000;"Valente";"Sisal";2000;"Indígena";0,1
"5828";2933059;"Várzea da Roça";"Bacia do Jacuípe";2000;"Indígena";0,2
"5829";2933109;"Várzea do Poço";"Bacia do Jacuípe";2000;"Indígena";0
"5830";2933158;"Várzea Nova";"Piemonte da Diamantina";2000;"Indígena";0,4
"5831";2933174;"Varzedo";"Recôncavo";2000;"Indígena";NA
"5832";2933208;"Vera Cruz";"Metropolitano de Salvador";2000;"Indígena";0,2
"5833";2933257;"Vereda";"Extremo Sul";2000;"Indígena";0,4
"5834";2933307;"Vitória da Conquista";"Sudoeste Baiano";2000;"Indígena";0,3
"5835";2933406;"Wagner";"Chapada Diamantina";2000;"Indígena";0,2
"5836";2933455;"Wanderley";"Bacia do Rio Grande";2000;"Indígena";0
"5837";2933505;"Wenceslau Guimarães";"Baixo Sul";2000;"Indígena";0,2
"5838";2933604;"Xique-Xique";"Irecê";2000;"Indígena";0,1
"5839";2900108;"Abaíra";"Chapada Diamantina";2010;"Indígena";0,1
"5840";2900207;"Abaré";"Itaparica";2010;"Indígena";3,2
"5841";2900306;"Acajutiba";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,1
"5842";2900355;"Adustina";"Semiárido Nordeste II";2010;"Indígena";0
"5843";2900405;"Água Fria";"Portal do Sertão";2010;"Indígena";0,3
"5844";2900603;"Aiquara";"Médio Rio de Contas";2010;"Indígena";0,1
"5845";2900702;"Alagoinhas";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,2
"5846";2900801;"Alcobaça";"Extremo Sul";2010;"Indígena";0,3
"5847";2900900;"Almadina";"Litoral Sul";2010;"Indígena";0,1
"5848";2901007;"Amargosa";"Vale do Jiquiriçá";2010;"Indígena";0,1
"5849";2901106;"Amélia Rodrigues";"Portal do Sertão";2010;"Indígena";0
"5850";2901155;"América Dourada";"Irecê";2010;"Indígena";0,3
"5851";2901205;"Anagé";"Sudoeste Baiano";2010;"Indígena";0
"5852";2901304;"Andaraí";"Chapada Diamantina";2010;"Indígena";NA
"5853";2901353;"Andorinha";"Piemonte Norte do Itapicuru";2010;"Indígena";0,3
"5854";2901403;"Angical";"Bacia do Rio Grande";2010;"Indígena";0
"5855";2901502;"Anguera";"Portal do Sertão";2010;"Indígena";NA
"5856";2901601;"Antas";"Semiárido Nordeste II";2010;"Indígena";0
"5857";2901700;"Antônio Cardoso";"Portal do Sertão";2010;"Indígena";NA
"5858";2901809;"Antônio Gonçalves";"Piemonte Norte do Itapicuru";2010;"Indígena";NA
"5859";2901908;"Aporá";"Litoral Norte e Agreste Baiano";2010;"Indígena";NA
"5860";2901957;"Apuarema";"Médio Rio de Contas";2010;"Indígena";NA
"5861";2902054;"Araçás";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,4
"5862";2902005;"Aracatu";"Sudoeste Baiano";2010;"Indígena";0,1
"5863";2902104;"Araci";"Sisal";2010;"Indígena";0,1
"5864";2902203;"Aramari";"Litoral Norte e Agreste Baiano";2010;"Indígena";NA
"5865";2902252;"Arataca";"Litoral Sul";2010;"Indígena";0
"5866";2902302;"Aratuípe";"Baixo Sul";2010;"Indígena";0,3
"5867";2902401;"Aurelino Leal";"Litoral Sul";2010;"Indígena";NA
"5868";2902500;"Baianópolis";"Bacia do Rio Grande";2010;"Indígena";NA
"5869";2902609;"Baixa Grande";"Bacia do Jacuípe";2010;"Indígena";NA
"5870";2902658;"Banzaê";"Semiárido Nordeste II";2010;"Indígena";16,2
"5871";2902708;"Barra";"Velho Chico";2010;"Indígena";0
"5872";2902807;"Barra da Estiva";"Chapada Diamantina";2010;"Indígena";0,1
"5873";2902906;"Barra do Choça";"Sudoeste Baiano";2010;"Indígena";0,5
"5874";2903003;"Barra do Mendes";"Irecê";2010;"Indígena";0
"5875";2903102;"Barra do Rocha";"Médio Rio de Contas";2010;"Indígena";0,7
"5876";2903201;"Barreiras";"Bacia do Rio Grande";2010;"Indígena";0,3
"5877";2903235;"Barro Alto";"Irecê";2010;"Indígena";0,2
"5878";2903300;"Barro Preto/Lomanto Junior";"Litoral Sul";2010;"Indígena";0,4
"5879";2903276;"Barrocas";"Sisal";2010;"Indígena";0,1
"5880";2903409;"Belmonte";"Costa do Descobrimento";2010;"Indígena";1,6
"5881";2903508;"Belo Campo";"Sudoeste Baiano";2010;"Indígena";NA
"5882";2903607;"Biritinga";"Sisal";2010;"Indígena";0,3
"5883";2903706;"Boa Nova";"Médio Rio de Contas";2010;"Indígena";NA
"5884";2903805;"Boa Vista do Tupim";"Piemonte do Paraguaçu";2010;"Indígena";0,5
"5885";2903904;"Bom Jesus da Lapa";"Velho Chico";2010;"Indígena";0,3
"5886";2903953;"Bom Jesus da Serra";"Sudoeste Baiano";2010;"Indígena";0,2
"5887";2904001;"Boninal";"Chapada Diamantina";2010;"Indígena";NA
"5888";2904050;"Bonito";"Chapada Diamantina";2010;"Indígena";0,7
"5889";2904100;"Boquira";"Bacia do Paramirim";2010;"Indígena";NA
"5890";2904209;"Botuporã";"Bacia do Paramirim";2010;"Indígena";0,2
"5891";2904308;"Brejões";"Vale do Jiquiriçá";2010;"Indígena";0,1
"5892";2904407;"Brejolândia";"Bacia do Rio Corrente";2010;"Indígena";NA
"5893";2904506;"Brotas de Macaúbas";"Velho Chico";2010;"Indígena";0
"5894";2904605;"Brumado";"Sertão Produtivo";2010;"Indígena";0,1
"5895";2904704;"Buerarema";"Litoral Sul";2010;"Indígena";0,9
"5896";2904753;"Buritirama";"Bacia do Rio Grande";2010;"Indígena";0,3
"5897";2904803;"Caatiba";"Médio Sudoeste da Bahia";2010;"Indígena";NA
"5898";2904852;"Cabaceiras do Paraguaçu";"Recôncavo";2010;"Indígena";0
"5899";2904902;"Cachoeira";"Recôncavo";2010;"Indígena";0,3
"5900";2905008;"Caculé";"Sertão Produtivo";2010;"Indígena";0,3
"5901";2905107;"Caém";"Piemonte da Diamantina";2010;"Indígena";0
"5902";2905156;"Caetanos";"Sudoeste Baiano";2010;"Indígena";NA
"5903";2905206;"Caetité";"Sertão Produtivo";2010;"Indígena";0,1
"5904";2905305;"Cafarnaum";"Irecê";2010;"Indígena";NA
"5905";2905404;"Cairu";"Baixo Sul";2010;"Indígena";0,2
"5906";2905503;"Caldeirão Grande";"Piemonte Norte do Itapicuru";2010;"Indígena";0,2
"5907";2905602;"Camacan";"Litoral Sul";2010;"Indígena";1,1
"5908";2905701;"Camaçari";"Metropolitano de Salvador";2010;"Indígena";0,4
"5909";2905800;"Camamu";"Baixo Sul";2010;"Indígena";0,3
"5910";2905909;"Campo Alegre de Lourdes";"Sertão do São Francisco";2010;"Indígena";NA
"5911";2906006;"Campo Formoso";"Piemonte Norte do Itapicuru";2010;"Indígena";0,2
"5912";2906105;"Canápolis";"Bacia do Rio Corrente";2010;"Indígena";0,1
"5913";2906204;"Canarana";"Irecê";2010;"Indígena";0,1
"5914";2906303;"Canavieiras";"Litoral Sul";2010;"Indígena";0,5
"5915";2906402;"Candeal";"Sisal";2010;"Indígena";NA
"5916";2906501;"Candeias";"Metropolitano de Salvador";2010;"Indígena";0,1
"5917";2906600;"Candiba";"Sertão Produtivo";2010;"Indígena";0,1
"5918";2906709;"Cândido Sales";"Sudoeste Baiano";2010;"Indígena";NA
"5919";2906808;"Cansanção";"Sisal";2010;"Indígena";0,2
"5920";2906824;"Canudos";"Sertão do São Francisco";2010;"Indígena";0,9
"5921";2906857;"Capela do Alto Alegre";"Bacia do Jacuípe";2010;"Indígena";0,1
"5922";2906873;"Capim Grosso";"Bacia do Jacuípe";2010;"Indígena";0,1
"5923";2906899;"Caraíbas";"Sudoeste Baiano";2010;"Indígena";NA
"5924";2906907;"Caravelas";"Extremo Sul";2010;"Indígena";0
"5925";2907004;"Cardeal da Silva";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,6
"5926";2907103;"Carinhanha";"Velho Chico";2010;"Indígena";NA
"5927";2907202;"Casa Nova";"Sertão do São Francisco";2010;"Indígena";0,2
"5928";2907301;"Castro Alves";"Recôncavo";2010;"Indígena";0,2
"5929";2907400;"Catolândia";"Bacia do Rio Grande";2010;"Indígena";0,2
"5930";2907509;"Catu";"Litoral Norte e Agreste Baiano";2010;"Indígena";NA
"5931";2907558;"Caturama";"Bacia do Paramirim";2010;"Indígena";NA
"5932";2907608;"Central";"Irecê";2010;"Indígena";0,2
"5933";2907707;"Chorrochó";"Itaparica";2010;"Indígena";NA
"5934";2907806;"Cícero Dantas";"Semiárido Nordeste II";2010;"Indígena";0
"5935";2907905;"Cipó";"Semiárido Nordeste II";2010;"Indígena";0,1
"5936";2908002;"Coaraci";"Litoral Sul";2010;"Indígena";0,1
"5937";2908101;"Côcos";"Bacia do Rio Corrente";2010;"Indígena";0,2
"5938";2908200;"Conceição da Feira";"Portal do Sertão";2010;"Indígena";0,5
"5939";2908309;"Conceição do Almeida";"Recôncavo";2010;"Indígena";0
"5940";2908408;"Conceição do Coité";"Sisal";2010;"Indígena";0,1
"5941";2908507;"Conceição do Jacuípe";"Portal do Sertão";2010;"Indígena";0,2
"5942";2908606;"Conde";"Litoral Norte e Agreste Baiano";2010;"Indígena";NA
"5943";2908705;"Condeúba";"Sudoeste Baiano";2010;"Indígena";0,1
"5944";2908804;"Contendas do Sincorá";"Sertão Produtivo";2010;"Indígena";NA
"5945";2908903;"Coração de Maria";"Portal do Sertão";2010;"Indígena";NA
"5946";2909000;"Cordeiros";"Sudoeste Baiano";2010;"Indígena";NA
"5947";2909109;"Coribe";"Bacia do Rio Corrente";2010;"Indígena";NA
"5948";2909208;"Coronel João Sá";"Semiárido Nordeste II";2010;"Indígena";0,2
"5949";2909307;"Correntina";"Bacia do Rio Corrente";2010;"Indígena";0,1
"5950";2909406;"Cotegipe";"Bacia do Rio Grande";2010;"Indígena";0,4
"5951";2909505;"Cravolândia";"Vale do Jiquiriçá";2010;"Indígena";0,1
"5952";2909604;"Crisópolis";"Litoral Norte e Agreste Baiano";2010;"Indígena";NA
"5953";2909703;"Cristópolis";"Bacia do Rio Grande";2010;"Indígena";NA
"5954";2909802;"Cruz das Almas";"Recôncavo";2010;"Indígena";0,3
"5955";2909901;"Curaçá";"Sertão do São Francisco";2010;"Indígena";2
"5956";2910008;"Dário Meira";"Médio Rio de Contas";2010;"Indígena";0,2
"5957";2910057;"Dias D'Ávila";"Metropolitano de Salvador";2010;"Indígena";0,2
"5958";2910107;"Dom Basílio";"Sertão Produtivo";2010;"Indígena";NA
"5959";2910206;"Dom Macedo Costa";"Recôncavo";2010;"Indígena";0,2
"5960";2910305;"Elísio Medrado";"Vale do Jiquiriçá";2010;"Indígena";0,4
"5961";2910404;"Encruzilhada";"Sudoeste Baiano";2010;"Indígena";0,7
"5962";2910503;"Entre Rios";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,1
"5963";2900504;"Érico Cardoso";"Bacia do Paramirim";2010;"Indígena";NA
"5964";2910602;"Esplanada";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,5
"5965";2910701;"Euclides da Cunha";"Semiárido Nordeste II";2010;"Indígena";2,1
"5966";2910727;"Eunápolis";"Costa do Descobrimento";2010;"Indígena";0,9
"5967";2910750;"Fátima";"Semiárido Nordeste II";2010;"Indígena";NA
"5968";2910776;"Feira da Mata";"Velho Chico";2010;"Indígena";NA
"5969";2910800;"Feira de Santana";"Portal do Sertão";2010;"Indígena";0,2
"5970";2910859;"Filadélfia";"Piemonte Norte do Itapicuru";2010;"Indígena";0,3
"5971";2910909;"Firmino Alves";"Médio Sudoeste da Bahia";2010;"Indígena";0,7
"5972";2911006;"Floresta Azul";"Litoral Sul";2010;"Indígena";0,2
"5973";2911105;"Formosa do Rio Preto";"Bacia do Rio Grande";2010;"Indígena";0,3
"5974";2911204;"Gandu";"Baixo Sul";2010;"Indígena";0,2
"5975";2911253;"Gavião";"Bacia do Jacuípe";2010;"Indígena";NA
"5976";2911303;"Gentio do Ouro";"Irecê";2010;"Indígena";NA
"5977";2911402;"Glória";"Itaparica";2010;"Indígena";7,8
"5978";2911501;"Gongogi";"Médio Rio de Contas";2010;"Indígena";0,2
"5979";2911600;"Governador Mangabeira";"Recôncavo";2010;"Indígena";0
"5980";2911659;"Guajeru";"Sudoeste Baiano";2010;"Indígena";0
"5981";2911709;"Guanambi";"Sertão Produtivo";2010;"Indígena";0,4
"5982";2911808;"Guaratinga";"Costa do Descobrimento";2010;"Indígena";0,1
"5983";2911857;"Heliópolis";"Semiárido Nordeste II";2010;"Indígena";NA
"5984";2911907;"Iaçu";"Piemonte do Paraguaçu";2010;"Indígena";NA
"5985";2912004;"Ibiassucê";"Sertão Produtivo";2010;"Indígena";0,1
"5986";2912103;"Ibicaraí";"Litoral Sul";2010;"Indígena";0,4
"5987";2912202;"Ibicoara";"Chapada Diamantina";2010;"Indígena";0
"5988";2912301;"Ibicuí";"Médio Sudoeste da Bahia";2010;"Indígena";NA
"5989";2912400;"Ibipeba";"Irecê";2010;"Indígena";0,2
"5990";2912509;"Ibipitanga";"Bacia do Paramirim";2010;"Indígena";0
"5991";2912608;"Ibiquera";"Piemonte do Paraguaçu";2010;"Indígena";NA
"5992";2912707;"Ibirapitanga";"Baixo Sul";2010;"Indígena";0
"5993";2912806;"Ibirapoã";"Extremo Sul";2010;"Indígena";2,2
"5994";2912905;"Ibirataia";"Médio Rio de Contas";2010;"Indígena";NA
"5995";2913002;"Ibitiara";"Chapada Diamantina";2010;"Indígena";0,1
"5996";2913101;"Ibititá";"Irecê";2010;"Indígena";NA
"5997";2913200;"Ibotirama";"Velho Chico";2010;"Indígena";1,5
"5998";2913309;"Ichu";"Sisal";2010;"Indígena";0,1
"5999";2913408;"Igaporã";"Velho Chico";2010;"Indígena";0,2
"6000";2913457;"Igrapiúna";"Baixo Sul";2010;"Indígena";0,3
"6001";2913507;"Iguaí";"Médio Sudoeste da Bahia";2010;"Indígena";NA
"6002";2913606;"Ilhéus";"Litoral Sul";2010;"Indígena";2,2
"6003";2913705;"Inhambupe";"Litoral Norte e Agreste Baiano";2010;"Indígena";0
"6004";2913804;"Ipecaetá";"Portal do Sertão";2010;"Indígena";NA
"6005";2913903;"Ipiaú";"Médio Rio de Contas";2010;"Indígena";0,1
"6006";2914000;"Ipirá";"Bacia do Jacuípe";2010;"Indígena";0,4
"6007";2914109;"Ipupiara";"Irecê";2010;"Indígena";0
"6008";2914208;"Irajuba";"Vale do Jiquiriçá";2010;"Indígena";0
"6009";2914307;"Iramaia";"Chapada Diamantina";2010;"Indígena";0,1
"6010";2914406;"Iraquara";"Chapada Diamantina";2010;"Indígena";NA
"6011";2914505;"Irará";"Portal do Sertão";2010;"Indígena";0,1
"6012";2914604;"Irecê";"Irecê";2010;"Indígena";0,1
"6013";2914653;"Itabela";"Costa do Descobrimento";2010;"Indígena";1
"6014";2914703;"Itaberaba";"Piemonte do Paraguaçu";2010;"Indígena";0,4
"6015";2914802;"Itabuna";"Litoral Sul";2010;"Indígena";0,4
"6016";2914901;"Itacaré";"Litoral Sul";2010;"Indígena";0,3
"6017";2915007;"Itaeté";"Chapada Diamantina";2010;"Indígena";0,1
"6018";2915106;"Itagi";"Médio Rio de Contas";2010;"Indígena";0,2
"6019";2915205;"Itagibá";"Médio Rio de Contas";2010;"Indígena";0,3
"6020";2915304;"Itagimirim";"Costa do Descobrimento";2010;"Indígena";0,3
"6021";2915353;"Itaguaçu da Bahia";"Irecê";2010;"Indígena";0,1
"6022";2915403;"Itaju do Colônia";"Litoral Sul";2010;"Indígena";3,6
"6023";2915502;"Itajuípe";"Litoral Sul";2010;"Indígena";0,1
"6024";2915601;"Itamaraju";"Extremo Sul";2010;"Indígena";1,5
"6025";2915700;"Itamari";"Médio Rio de Contas";2010;"Indígena";0,1
"6026";2915809;"Itambé";"Médio Sudoeste da Bahia";2010;"Indígena";0,1
"6027";2915908;"Itanagra";"Litoral Norte e Agreste Baiano";2010;"Indígena";0,4
"6028";2916005;"Itanhém";"Extremo Sul";2010;"Indígena";0,6
"6029";2916104;"Itaparica";"Metropolitano de Salvador";2010;"Indígena";0,1
"6030";2916203;"Itapé";"Litoral Sul";2010;"Indígena";0,2
"6031";2916302;"Itapebi";"Costa do Descobrimento";2010;"Indígena";1,1
"6032";2916401;"Itapetinga";"Médio Sudoeste da Bahia";2010;"Indígena";0,3
"6033";2916500;"Itapicuru";"Litoral Norte e Agreste Baiano";2010;"Indígena";0
"6034";2916609;"Itapitanga";"Litoral Sul";2010;"Indígena";NA
"6035";2916708;"Itaquara";"Vale do Jiquiriçá";2010;"Indígena";NA
"6036";2916807;"Itarantim";"Médio Sudoeste da Bahia";2010;"Indígena";0,1
"6037";2916856;"Itatim";"Piemonte do Paraguaçu";2010;"Indígena";0,2
"6038";2916906;"Itiruçu";"Vale do Jiquiriçá";2010;"Indígena";NA
"6039";2917003;"Itiúba";"Sisal";2010;"Indígena";0
"6040";2917102;"Itororó";"Médio Sudoeste da Bahia";2010;"Indígena";0,2
"6041";2917201;"Ituaçu";"Sertão Produtivo";2010;"Indígena";0,1
"6042";2917300;"Ituberá";"Baixo Sul";2010;"Indígena";0,1
"6043";2917334;"Iuiu";"Sertão Produtivo";2010;"Indígena";0,4
"6044";2917359;"Jaborandi";"Bacia do Rio Corrente";2010;"Indígena";NA
"6045";2917409;"Jacaraci";"Sudoeste Baiano";2010;"Indígena";NA
"6046";2917508;"Jacobina";"Piemonte da Diamantina";2010;"Indígena";0,6
"6047";2917607;"Jaguaquara";"Vale do Jiquiriçá";2010;"Indígena";0,2
"6048";2917706;"Jaguarari";"Piemonte Norte do Itapicuru";2010;"Indígena";0,3
"6049";2917805;"Jaguaripe";"Baixo Sul";2010;"Indígena";NA
"6050";2917904;"Jandaíra";"Litoral Norte e Agreste Baiano";2010;"Indígena";0
"6051";2918001;"Jequié";"Médio Rio de Contas";2010;"Indígena";0,2
"6052";2918100;"Jeremoabo";"Semiárido Nordeste II";2010;"Indígena";0
"6053";2918209;"Jiquiriçá";"Vale do Jiquiriçá";2010;"Indígena";0
"6054";2918308;"Jitaúna";"Médio Rio de Contas";2010;"Indígena";0,2
"6055";2918357;"João Dourado";"Irecê";2010;"Indígena";0,2
"6056";2918407;"Juazeiro";"Sertão do São Francisco";2010;"Indígena";0,4
"6057";2918456;"Jucuruçu";"Extremo Sul";2010;"Indígena";NA
"6058";2918506;"Jussara";"Irecê";2010;"Indígena";NA
"6059";2918555;"Jussari";"Litoral Sul";2010;"Indígena";0,2
"6060";2918605;"Jussiape";"Chapada Diamantina";2010;"Indígena";0
"6061";2918704;"Lafayette Coutinho";"Vale do Jiquiriçá";2010;"Indígena";0,2
"6062";2919058;"Lagedo do Tabocal";"Vale do Jiquiriçá";2010;"Indígena";0,1
"6063";2918753;"Lagoa Real";"Sertão Produtivo";2010;"Indígena";NA
"6064";2918803;"Laje";"Vale do Jiquiriçá";2010;"Indígena";0,2
"6065";2918902;"Lajedão";"Extremo Sul";2010;"Indígena";NA
"6066";2919009;"Lajedinho";"Piemonte do Paraguaçu";2010;"Indígena";NA
"6067";2919108;"Lamarão";"Sisal";2010;"Indígena";0,2
"6068";2919157;"Lapão";"Irecê";2010;"Indígena";0,4
"6069";2919207;"Lauro de Freitas";"Metropolitano de Salvador";2010;"Indígena";0,3
"6070";2919306;"Lençóis";"Chapada Diamantina";2010;"Indígena";0,3
"6071";2919405;"Licínio de Almeida";"Sudoeste Baiano";2010;"Indígena";NA
"6072";2919504;"Livramento de N. Senhora";"Sertão Produtivo";2010;"Indígena";0,1
"6073";2919553;"Luís Eduardo Magalhães";"Bacia do Rio Grande";2010;"Indígena";0,1
"6074";2919603;"Macajuba";"Piemonte do Paraguaçu";2010;"Indígena";NA
"6075";2919702;"Macarani";"Médio Sudoeste da Bahia";2010;"Indígena";0,1
"6076";2919801;"Macaúbas";"Bacia do Paramirim";2010;"Indígena";0,2
"6077";2919900;"Macururé";"Itaparica";2010;"Indígena";0,4
"6078";2919926;"Madre de Deus";"Metropolitano de Salvador";2010;"Indígena";0,1
